"","ID","V1_SitioZona","V2_TiempoConoce_meses","V3_Recomienda","V4_Atencion_cat","V5_Atencion_1a4","V6_VisitasSemana","V7_PrecioAlmuerzo","V8_CompanerosAlmuerzo","V9_Edad","V11_Ingresos","V12_Gastos","V13_PesoKg","V14_EstaturaCm","V15_Sexo"
"487",487,"Zona Centro",25,"No","Regular",2,2,15256,1,33,2090397,1131305,72.3,162.1,"Masculino"
"488",488,"Zona Centro",40,"Sí","Excelente",4,6,25502,2,36,2579055,1823272,72.8,183.7,"Masculino"
"489",489,"Zona Sur",59,"No","Mala",1,2,18549,2,41,2016353,1493961,64.5,170.9,"Masculino"
"490",490,"Zona Norte",55,"No","Regular",2,1,29809,0,27,5304268,3427962,71.7,165.2,"Masculino"
"491",491,"Zona Norte",30,"Sí","Excelente",4,1,26588,1,42,6212777,3731727,73,175.3,"Masculino"
"492",492,"Zona Centro",52,"No","Regular",2,7,21994,3,30,4919907,2936003,85.1,179,"Masculino"
"493",493,"Zona Norte",34,"Sí","Excelente",4,5,25283,1,40,6768876,3509333,76.3,176.7,"Masculino"
"494",494,"Zona Centro",26,"Sí","Buena",3,1,20311,0,40,4033622,3136114,70.7,170.5,"Masculino"
"495",495,"Zona Norte",13,"No","Buena",3,2,30051,0,38,2634953,1857005,71.2,175.1,"Masculino"
"496",496,"Zona Sur",14,"Sí","Regular",2,3,17402,2,45,2493926,1253837,64.1,168.2,"Femenino"
"497",497,"Zona Norte",32,"Sí","Excelente",4,0,30272,1,22,5395099,2576563,64.9,166.1,"Femenino"
"498",498,"Zona Sur",48,"No","Regular",2,2,15513,2,40,2877264,1804140,75.4,165.3,"Femenino"
"499",499,"Zona Norte",78,"No","Mala",1,4,29970,2,54,1500000,1013461,85.8,173.7,"Masculino"
"500",500,"Zona Centro",18,"Sí","Buena",3,2,22424,1,42,2390944,1250457,82.5,158.9,"Femenino"
"501",501,"Zona Sur",13,"Sí","Excelente",4,3,14492,0,41,1500000,821784,66.8,172.4,"Masculino"
"502",502,"Zona Norte",7,"Sí","Mala",1,2,26637,1,39,3964956,2787274,65.1,171.3,"Masculino"
"503",503,"Zona Centro",6,"No","Buena",3,4,17304,2,30,4324111,2160532,65.6,166.2,"Masculino"
"504",504,"Zona Centro",20,"Sí","Buena",3,3,18398,4,56,2877055,1261146,55.8,164.2,"Femenino"
"505",505,"Zona Centro",23,"Sí","Regular",2,2,19553,2,33,2207015,1463547,69.7,186.4,"Masculino"
"506",506,"Zona Norte",38,"No","Buena",3,1,28976,1,52,1561634,755594,81.9,166.3,"Masculino"
"507",507,"Zona Centro",40,"No","Buena",3,2,21303,1,40,2460291,1557285,62.5,152.5,"Femenino"
"508",508,"Zona Sur",13,"No","Mala",1,2,16493,5,32,3664255,2112865,68.4,179.3,"Masculino"
"509",509,"Zona Sur",9,"Sí","Excelente",4,4,20157,4,20,1802792,1336150,73.1,162.5,"Femenino"
"510",510,"Zona Centro",39,"Sí","Buena",3,6,22913,1,36,1578522,1319817,69.2,153.8,"Femenino"
"511",511,"Zona Centro",56,"No","Mala",1,2,22966,2,65,1685130,978579,75.4,166.2,"Masculino"
"512",512,"Zona Sur",21,"No","Buena",3,1,15503,2,49,1500000,1071808,68.6,179.1,"Masculino"
"513",513,"Zona Norte",3,"No","Mala",1,3,28670,1,34,6731224,3970912,60.9,174.5,"Masculino"
"514",514,"Zona Norte",40,"Sí","Mala",1,2,31580,0,44,3769792,3202694,52.7,158.7,"Femenino"
"515",515,"Zona Centro",42,"Sí","Buena",3,4,22585,1,30,5637321,2730612,56.9,174.9,"Masculino"
"516",516,"Zona Sur",7,"Sí","Mala",1,6,17537,4,33,1690011,1063011,70.5,168.8,"Masculino"
"517",517,"Zona Norte",31,"No","Regular",2,1,29148,1,49,5718630,3247245,64.4,165.1,"Femenino"
"518",518,"Zona Sur",29,"No","Regular",2,3,17725,1,34,1500000,858633,72.6,161.2,"Femenino"
"519",519,"Zona Sur",22,"No","Excelente",4,1,14822,2,27,1500000,611079,76.5,172.8,"Masculino"
"520",520,"Zona Centro",36,"Sí","Excelente",4,2,23620,3,52,4759263,2472109,85.5,172,"Masculino"
"521",521,"Zona Norte",13,"Sí","Buena",3,4,25728,1,27,4875990,2295574,71.8,181.4,"Masculino"
"522",522,"Zona Centro",26,"Sí","Buena",3,2,20007,0,30,5541348,3297151,61.7,156,"Femenino"
"523",523,"Zona Centro",14,"No","Buena",3,6,25048,5,39,3304591,2266829,66.6,172.1,"Masculino"
"524",524,"Zona Norte",13,"Sí","Buena",3,5,27894,1,34,2333497,1539936,60.8,151.3,"Femenino"
"525",525,"Zona Norte",9,"Sí","Regular",2,1,26056,3,32,3359955,1829283,66.3,155.5,"Femenino"
"526",526,"Zona Sur",10,"Sí","Regular",2,4,16906,3,39,4071001,2386252,71.5,150,"Femenino"
"527",527,"Zona Centro",5,"Sí","Buena",3,4,22939,4,51,3119071,1729058,84.4,175.6,"Masculino"
"528",528,"Zona Norte",26,"No","Excelente",4,2,26570,2,30,4393687,2914874,78.4,154.7,"Femenino"
"529",529,"Zona Centro",77,"No","Mala",1,6,24570,2,36,1500000,797578,64.4,181.1,"Masculino"
"530",530,"Zona Centro",10,"No","Mala",1,3,27622,4,40,1663652,678968,58.8,155.9,"Femenino"
"531",531,"Zona Centro",44,"Sí","Regular",2,2,18020,1,46,1500000,1205141,84.6,162.8,"Masculino"
"532",532,"Zona Sur",7,"No","Mala",1,1,17324,5,48,1500000,817526,61.6,180,"Masculino"
"533",533,"Zona Centro",111,"No","Buena",3,2,18122,2,53,6542055,3834135,71.3,185.2,"Masculino"
"534",534,"Zona Sur",38,"No","Mala",1,3,17067,1,52,1500000,749392,95.4,180.1,"Masculino"
"535",535,"Zona Centro",13,"No","Mala",1,4,18642,3,28,3511693,2396109,56,160.5,"Femenino"
"536",536,"Zona Sur",27,"Sí","Excelente",4,5,17438,4,35,1500000,835716,67,173.6,"Femenino"
"537",537,"Zona Centro",8,"No","Buena",3,1,25875,1,33,1601121,1047068,53.4,168.6,"Masculino"
"538",538,"Zona Sur",74,"No","Mala",1,4,20809,3,30,3897734,3070055,65.6,165.3,"Masculino"
"539",539,"Zona Norte",2,"No","Mala",1,0,27602,2,41,3466668,2404904,55.2,162.2,"Femenino"
"540",540,"Zona Centro",13,"Sí","Regular",2,5,24881,2,34,6247635,4648241,54.8,164.3,"Femenino"
"541",541,"Zona Centro",24,"No","Mala",1,3,27625,1,26,2575431,2226241,61.5,162.1,"Femenino"
"542",542,"Zona Centro",30,"No","Buena",3,2,22974,0,33,2284549,1177405,54.1,164,"Masculino"
"543",543,"Zona Centro",28,"Sí","Buena",3,2,20087,2,34,1919606,916058,80,150,"Femenino"
"544",544,"Zona Centro",16,"Sí","Regular",2,1,22631,3,41,6110537,4282765,68.6,157.2,"Femenino"
"545",545,"Zona Norte",46,"No","Buena",3,4,31115,2,52,6330696,4464939,78.3,167.2,"Femenino"
"546",546,"Zona Sur",15,"No","Buena",3,6,18896,3,50,2621260,1798013,49.7,159.8,"Femenino"
"547",547,"Zona Sur",19,"No","Buena",3,4,16639,3,44,1500000,976262,83.6,180.3,"Masculino"
"548",548,"Zona Sur",35,"Sí","Excelente",4,5,13752,3,36,1680134,753285,68,157.8,"Femenino"
"549",549,"Zona Norte",33,"Sí","Regular",2,1,25651,1,35,3165079,2200480,65.4,186.3,"Masculino"
"550",550,"Zona Sur",26,"No","Buena",3,2,20572,2,55,1500000,715578,57,156.2,"Femenino"
"551",551,"Zona Centro",73,"Sí","Excelente",4,5,21472,2,22,2870112,2226256,45.5,154.9,"Femenino"
"552",552,"Zona Sur",20,"Sí","Buena",3,4,19288,1,26,2452138,1574736,78,174.1,"Femenino"
"553",553,"Zona Sur",22,"Sí","Buena",3,1,18020,2,39,1500000,1218087,62.6,171.9,"Masculino"
"554",554,"Zona Sur",21,"No","Regular",2,4,15902,5,32,3837258,2354177,65.4,169.2,"Femenino"
"555",555,"Zona Sur",103,"Sí","Excelente",4,6,16511,3,56,2273848,1342855,74.6,159.5,"Femenino"
"556",556,"Zona Sur",29,"No","Mala",1,2,15764,2,35,2168522,1290773,70.4,183.6,"Masculino"
"557",557,"Zona Norte",30,"Sí","Buena",3,3,30409,1,43,15000000,7783851,75.9,162.9,"Femenino"
"558",558,"Zona Centro",10,"No","Mala",1,4,20524,0,42,1500000,974859,79.9,158.8,"Femenino"
"559",559,"Zona Centro",36,"Sí","Regular",2,2,27326,2,21,6978215,4334330,77,174,"Femenino"
"560",560,"Zona Centro",63,"No","Regular",2,2,23254,2,38,1500000,825222,66.6,182.5,"Masculino"
"561",561,"Zona Centro",20,"No","Mala",1,3,19225,2,30,2022367,1055612,74.8,165.3,"Femenino"
"562",562,"Zona Centro",20,"No","Buena",3,3,25254,1,38,4966631,2047016,51.6,173.6,"Masculino"
"563",563,"Zona Centro",24,"Sí","Buena",3,2,19641,1,52,2604459,1847929,84.2,178.3,"Masculino"
"564",564,"Zona Norte",13,"Sí","Excelente",4,1,24361,2,34,11134832,6343729,76.9,175.8,"Femenino"
"565",565,"Zona Centro",28,"No","Excelente",4,4,24665,2,36,1529891,990708,83.7,190.1,"Masculino"
"566",566,"Zona Centro",29,"No","Regular",2,7,22588,2,43,6704203,5930547,75.1,181.5,"Masculino"
"567",567,"Zona Centro",114,"No","Excelente",4,3,22713,2,35,4454228,2192078,68,168.4,"Masculino"
"568",568,"Zona Centro",9,"Sí","Buena",3,1,17609,2,30,1500000,881493,53.1,181.8,"Masculino"
"569",569,"Zona Centro",12,"Sí","Buena",3,4,22522,3,36,1500000,1429363,76.7,166.1,"Masculino"
"570",570,"Zona Centro",29,"No","Excelente",4,1,24768,3,20,3409886,1983921,68.5,165.6,"Femenino"
"571",571,"Zona Norte",52,"No","Regular",2,2,28419,0,30,1511973,833770,62.9,173.6,"Femenino"
"572",572,"Zona Centro",29,"Sí","Regular",2,2,19794,1,45,5106711,3343144,67,153.4,"Femenino"
"573",573,"Zona Norte",25,"Sí","Excelente",4,2,26100,1,40,6191325,2847415,58.9,168.5,"Masculino"
"574",574,"Zona Sur",85,"No","Buena",3,2,17394,3,44,2145380,1856593,70.4,168.5,"Masculino"
"575",575,"Zona Norte",21,"Sí","Excelente",4,1,31199,3,49,6879949,4052164,68.9,155.1,"Femenino"
"576",576,"Zona Sur",14,"Sí","Buena",3,4,15806,5,52,2205495,1237848,82.9,176.1,"Masculino"
"577",577,"Zona Norte",54,"No","Buena",3,2,30259,1,55,9844820,6852567,60.8,157.8,"Femenino"
"578",578,"Zona Centro",39,"No","Excelente",4,7,22633,1,28,5777477,3244580,71.7,150,"Femenino"
"579",579,"Zona Sur",30,"No","Buena",3,8,15101,3,32,1500000,692756,70.2,163.6,"Masculino"
"580",580,"Zona Centro",20,"Sí","Regular",2,2,24275,1,33,8697570,5313182,76.8,155.4,"Femenino"
"581",581,"Zona Centro",12,"Sí","Regular",2,2,23453,2,48,1500000,888590,64.7,151.7,"Femenino"
"582",582,"Zona Sur",50,"Sí","Buena",3,3,18384,3,35,2069825,1164335,86.7,171.6,"Masculino"
"583",583,"Zona Centro",18,"Sí","Buena",3,7,25840,2,27,3948428,2218215,58.4,150,"Femenino"
"584",584,"Zona Sur",9,"No","Regular",2,8,16257,5,38,1500000,1034026,68.3,163.7,"Femenino"
"585",585,"Zona Centro",15,"No","Buena",3,1,19941,1,33,3139114,2700804,70.4,162.1,"Femenino"
"586",586,"Zona Centro",13,"Sí","Buena",3,3,16487,1,34,5389934,3440822,57.8,164.5,"Femenino"
"587",587,"Zona Norte",38,"Sí","Buena",3,3,27147,4,38,5477396,3205844,63.4,161.8,"Femenino"
"588",588,"Zona Norte",18,"No","Mala",1,1,29643,1,52,2242405,1095922,68.3,178.5,"Masculino"
"589",589,"Zona Centro",65,"No","Regular",2,1,27043,1,40,2821310,1849702,62.4,150.8,"Femenino"
"590",590,"Zona Norte",30,"Sí","Regular",2,3,24943,1,28,1671729,910976,65.8,155.8,"Masculino"
"591",591,"Zona Sur",9,"No","Mala",1,2,16627,0,36,1500000,641364,61.1,153.5,"Femenino"
"592",592,"Zona Norte",40,"Sí","Regular",2,1,26202,0,52,9985781,4094012,73.7,157.9,"Femenino"
"593",593,"Zona Sur",11,"Sí","Buena",3,4,16120,1,32,2422466,1597603,72.5,175.6,"Masculino"
"594",594,"Zona Centro",13,"Sí","Excelente",4,2,22505,2,56,1500000,601043,57.6,160.4,"Femenino"
"595",595,"Zona Centro",10,"No","Excelente",4,3,23963,0,42,6166818,4857208,63.2,177.8,"Masculino"
"596",596,"Zona Norte",19,"No","Buena",3,0,26952,1,43,5206252,1936002,76.7,172.4,"Masculino"
"597",597,"Zona Centro",11,"Sí","Regular",2,4,18736,1,39,4707512,2893897,55.5,154.7,"Femenino"
"598",598,"Zona Centro",45,"Sí","Excelente",4,3,21205,1,35,4583644,2377354,58,158.2,"Femenino"
"599",599,"Zona Centro",59,"No","Mala",1,1,19367,0,44,1557046,832239,74.5,165.4,"Femenino"
"600",600,"Zona Norte",22,"Sí","Buena",3,1,25301,0,34,2628142,1630869,60.8,165.5,"Femenino"
"601",601,"Zona Norte",6,"Sí","Buena",3,3,26309,0,45,2613919,1115340,79.6,154.9,"Femenino"
"602",602,"Zona Norte",6,"Sí","Buena",3,0,24464,1,45,1610542,1227887,74.1,169.9,"Masculino"
"603",603,"Zona Norte",16,"No","Regular",2,0,29129,1,46,2772589,1948292,70.8,158,"Femenino"
"604",604,"Zona Norte",37,"No","Buena",3,3,26551,4,58,4057477,2330025,66.4,183.1,"Masculino"
"605",605,"Zona Centro",43,"No","Excelente",4,3,23052,2,23,4886021,3031107,62.9,157.8,"Femenino"
"606",606,"Zona Centro",15,"Sí","Buena",3,3,22741,3,31,1500000,1165587,86.5,155.8,"Femenino"
"607",607,"Zona Centro",3,"Sí","Excelente",4,2,19564,1,27,5597438,3194050,60.5,152.8,"Femenino"
"608",608,"Zona Norte",21,"No","Mala",1,1,30886,1,37,13739813,6860502,73,166.6,"Masculino"
"609",609,"Zona Centro",72,"No","Regular",2,1,22531,2,37,5014901,3091883,61.1,156.8,"Femenino"
"610",610,"Zona Centro",29,"No","Buena",3,4,21742,3,30,1500000,576617,63.8,169.2,"Femenino"
"611",611,"Zona Centro",61,"No","Buena",3,4,26149,0,36,5218124,3820251,65.3,150,"Femenino"
"612",612,"Zona Centro",31,"No","Mala",1,2,17488,3,51,4023843,2354362,72.1,150,"Femenino"
"613",613,"Zona Centro",11,"No","Mala",1,4,22741,1,45,2938826,2013519,63.6,163.5,"Femenino"
"614",614,"Zona Sur",54,"Sí","Mala",1,3,17882,4,32,2023844,1411062,66.5,159.7,"Femenino"
"615",615,"Zona Norte",11,"No","Regular",2,5,28370,0,33,9459947,5095138,77.2,158.7,"Femenino"
"616",616,"Zona Norte",30,"Sí","Excelente",4,5,23145,1,38,2081512,1708435,72.5,153.7,"Femenino"
"617",617,"Zona Norte",32,"Sí","Excelente",4,6,24765,3,43,3830975,1949235,67.3,166.5,"Masculino"
"618",618,"Zona Centro",21,"No","Excelente",4,4,21185,2,38,3301432,1566355,68.6,168.3,"Masculino"
"619",619,"Zona Centro",42,"No","Buena",3,2,20532,0,21,3047886,1471819,68.1,165.1,"Masculino"
"620",620,"Zona Norte",12,"No","Regular",2,0,28509,2,36,7343959,4463379,65.7,167.2,"Masculino"
"621",621,"Zona Centro",60,"No","Excelente",4,5,18842,3,65,5036099,3397765,68.9,180.4,"Femenino"
"622",622,"Zona Norte",57,"No","Excelente",4,2,28169,2,40,6993146,4646640,60.2,161.6,"Masculino"
"623",623,"Zona Sur",109,"No","Mala",1,4,12917,3,24,1515908,694829,52.5,150,"Femenino"
"624",624,"Zona Norte",19,"Sí","Excelente",4,2,27492,1,34,8254033,6166281,55.4,163.9,"Femenino"
"625",625,"Zona Norte",44,"Sí","Buena",3,0,25207,2,46,13229229,11177124,71.6,168.3,"Masculino"
"626",626,"Zona Norte",5,"No","Regular",2,2,28893,2,29,7184388,2099788,74.3,178.1,"Masculino"
"627",627,"Zona Centro",15,"Sí","Buena",3,3,18576,2,58,2356546,1204954,74,169.1,"Masculino"
"628",628,"Zona Sur",47,"Sí","Regular",2,4,16970,3,43,1500000,1379758,100.3,167.3,"Masculino"
"629",629,"Zona Centro",113,"No","Regular",2,3,20788,3,28,1500000,730612,47.5,156.6,"Femenino"
"630",630,"Zona Centro",4,"Sí","Excelente",4,1,19638,3,32,3940264,3179769,87.8,177.4,"Masculino"
"631",631,"Zona Norte",11,"No","Excelente",4,2,28614,2,51,8637792,5773686,55.9,162.5,"Femenino"
"632",632,"Zona Norte",11,"Sí","Regular",2,2,28693,3,37,1902316,1101036,69.5,168.8,"Femenino"
"633",633,"Zona Sur",22,"No","Regular",2,5,18527,2,31,1500000,717797,63.7,168.8,"Masculino"
"634",634,"Zona Centro",26,"Sí","Regular",2,1,20916,2,30,1500000,1048232,74.8,161.3,"Femenino"
"635",635,"Zona Sur",14,"Sí","Mala",1,5,15431,2,27,3127832,1434149,65.9,172.2,"Masculino"
"636",636,"Zona Norte",66,"No","Regular",2,0,27574,3,38,3751850,2203057,71.1,162.8,"Femenino"
"637",637,"Zona Centro",7,"No","Regular",2,2,18519,1,32,5727300,2447069,80.9,166.9,"Masculino"
"638",638,"Zona Norte",10,"No","Regular",2,2,26928,2,28,3206163,1143399,70.6,170.8,"Masculino"
"639",639,"Zona Sur",65,"Sí","Excelente",4,3,15368,1,40,1500000,818731,70,172.6,"Masculino"
"640",640,"Zona Norte",52,"No","Excelente",4,4,27968,3,58,5317923,2280417,86.4,169.5,"Masculino"
"641",641,"Zona Norte",22,"No","Excelente",4,3,29526,2,49,14708087,8803245,76.1,163.2,"Masculino"
"642",642,"Zona Norte",41,"Sí","Excelente",4,6,32000,3,25,4448609,3064879,80.9,158.3,"Femenino"
"643",643,"Zona Centro",33,"Sí","Regular",2,4,25258,1,28,2777248,1403617,45,165.2,"Masculino"
"644",644,"Zona Centro",31,"No","Excelente",4,4,20682,3,36,3249209,2317068,53.7,167.1,"Femenino"
"645",645,"Zona Norte",30,"Sí","Buena",3,3,25684,0,32,1828182,1393119,74.1,181.4,"Masculino"
"646",646,"Zona Centro",16,"Sí","Excelente",4,3,21934,0,50,2468854,1552592,73.3,169.6,"Femenino"
"647",647,"Zona Norte",136,"No","Buena",3,1,28243,1,42,7281637,4411451,54.6,155.3,"Femenino"
"648",648,"Zona Centro",14,"No","Regular",2,1,22803,0,27,2003826,1063739,70,160.9,"Masculino"
"649",649,"Zona Centro",8,"No","Regular",2,4,18714,4,49,4207131,2258652,66.2,153.4,"Femenino"
"650",650,"Zona Centro",26,"Sí","Regular",2,1,20304,1,25,1717376,925503,69.4,163.2,"Masculino"
"651",651,"Zona Norte",16,"No","Regular",2,3,27814,2,23,3660658,1901693,54.5,171.9,"Masculino"
"652",652,"Zona Norte",21,"No","Regular",2,4,30668,2,26,5779348,3868671,74.2,159,"Femenino"
"653",653,"Zona Centro",21,"Sí","Mala",1,2,25717,1,28,2500780,1664762,80,171.6,"Masculino"
"654",654,"Zona Centro",18,"Sí","Buena",3,4,20103,1,36,1987116,1320643,79.7,168.5,"Femenino"
"655",655,"Zona Centro",13,"No","Excelente",4,2,18805,3,34,2739715,1349508,54.5,171.3,"Masculino"
"656",656,"Zona Sur",93,"Sí","Buena",3,4,19248,5,33,3159854,1700545,58.5,158.9,"Femenino"
"657",657,"Zona Centro",15,"No","Regular",2,4,22832,1,39,2189418,1028229,74.5,172.6,"Masculino"
"658",658,"Zona Sur",71,"Sí","Buena",3,6,17272,3,23,3190619,3060286,67.9,150,"Femenino"
"659",659,"Zona Centro",62,"No","Regular",2,3,24730,3,39,3318852,1251559,54.8,158.3,"Femenino"
"660",660,"Zona Centro",31,"No","Regular",2,4,24175,1,28,3181732,2203031,65.6,158.4,"Femenino"
"661",661,"Zona Norte",15,"No","Regular",2,6,29608,3,26,5521974,3622127,51.6,177.1,"Masculino"
"662",662,"Zona Centro",14,"Sí","Excelente",4,4,20794,2,33,6650049,4092670,76.1,166,"Masculino"
"663",663,"Zona Norte",38,"No","Mala",1,2,27624,2,30,2997265,2367964,71.8,166.7,"Masculino"
"664",664,"Zona Norte",10,"No","Regular",2,4,26173,3,54,6620927,4862053,83.2,164,"Masculino"
"665",665,"Zona Centro",15,"No","Buena",3,0,23128,3,47,1500000,910059,74.6,170.8,"Masculino"
"666",666,"Zona Norte",93,"Sí","Buena",3,0,28349,2,34,7579762,3758799,52.5,160.7,"Femenino"
"667",667,"Zona Sur",3,"No","Regular",2,2,17378,2,31,1500000,897971,94.6,170.5,"Femenino"
"668",668,"Zona Sur",14,"Sí","Buena",3,2,20352,1,40,1743388,1070657,76.8,161.6,"Femenino"
"669",669,"Zona Centro",13,"No","Buena",3,4,21273,1,32,15000000,9765724,73.7,161.4,"Femenino"
"670",670,"Zona Norte",10,"Sí","Mala",1,1,26087,1,26,1791192,1557519,75.4,165.9,"Masculino"
"671",671,"Zona Sur",13,"Sí","Buena",3,4,17337,1,53,2074086,1171451,77.9,168.6,"Femenino"
"672",672,"Zona Sur",33,"Sí","Buena",3,5,18013,3,31,2313504,1008131,84.7,163.5,"Masculino"
"673",673,"Zona Norte",34,"Sí","Buena",3,1,29259,2,36,2524942,2041367,73,156.5,"Femenino"
"674",674,"Zona Centro",78,"No","Regular",2,2,17625,1,38,1500000,894737,66.6,161.6,"Femenino"
"675",675,"Zona Sur",31,"No","Buena",3,7,13803,3,40,1647688,843295,67,165.5,"Femenino"
"676",676,"Zona Sur",22,"No","Mala",1,2,15490,4,44,3194196,1312850,71.2,161.5,"Femenino"
"677",677,"Zona Centro",33,"Sí","Regular",2,4,20393,1,38,7051502,4581419,81.5,172.4,"Masculino"
"678",678,"Zona Sur",88,"Sí","Excelente",4,7,17027,5,30,1500000,1035282,71.9,163.3,"Femenino"
"679",679,"Zona Norte",43,"No","Excelente",4,6,27205,5,40,12188716,6028158,75.5,181.7,"Masculino"
"680",680,"Zona Centro",21,"Sí","Excelente",4,5,23312,3,38,1887829,700414,82.1,158.8,"Femenino"
"681",681,"Zona Norte",23,"Sí","Regular",2,2,26461,1,29,6636964,5141554,53.7,157.2,"Femenino"
"682",682,"Zona Sur",65,"No","Excelente",4,4,16482,5,29,1500000,1314600,66.3,158.2,"Femenino"
"683",683,"Zona Norte",21,"No","Mala",1,1,28307,0,30,6190480,3219828,65.6,174.3,"Masculino"
"684",684,"Zona Norte",21,"Sí","Buena",3,3,27886,1,45,12606394,5143717,82.1,169.9,"Masculino"
"685",685,"Zona Centro",49,"Sí","Buena",3,7,18214,2,54,3077451,1940248,77.4,156.3,"Femenino"
"686",686,"Zona Centro",6,"No","Buena",3,3,24538,2,24,2981366,1722942,76.8,172.5,"Masculino"
"687",687,"Zona Norte",48,"No","Regular",2,3,27745,2,38,11294554,7084464,53.7,166.6,"Femenino"
"688",688,"Zona Sur",4,"No","Regular",2,3,16402,1,59,1563040,661438,64.6,161,"Femenino"
"689",689,"Zona Norte",66,"No","Buena",3,1,24251,2,45,3122053,1668203,74.3,158.4,"Femenino"
"690",690,"Zona Centro",58,"Sí","Mala",1,6,22201,0,29,1500000,500000,52.3,187.3,"Masculino"
"691",691,"Zona Centro",26,"Sí","Buena",3,6,25298,5,62,2934746,1947367,66.6,168.9,"Masculino"
"692",692,"Zona Centro",37,"No","Excelente",4,5,25157,3,42,5324157,2966208,90.3,169.5,"Masculino"
"693",693,"Zona Norte",17,"Sí","Excelente",4,4,28670,0,57,15000000,5312314,67.4,159.2,"Femenino"
"694",694,"Zona Sur",34,"No","Regular",2,5,15032,1,59,1626448,1053311,65.4,165.4,"Femenino"
"695",695,"Zona Norte",4,"No","Excelente",4,5,29340,3,36,2355211,1406211,59.5,164.5,"Femenino"
"696",696,"Zona Sur",16,"No","Regular",2,4,18422,5,34,1793455,916401,52.4,151.8,"Femenino"
"697",697,"Zona Norte",4,"Sí","Buena",3,1,28880,1,40,5413209,3387534,66.6,171.5,"Masculino"
"698",698,"Zona Centro",16,"Sí","Regular",2,1,21702,1,55,2012039,969028,69,155,"Femenino"
"699",699,"Zona Norte",38,"No","Mala",1,2,28793,2,29,5411567,3461924,71.7,161,"Masculino"
"700",700,"Zona Sur",10,"Sí","Buena",3,2,15766,2,47,2624259,1864029,72,168.6,"Femenino"
"701",701,"Zona Norte",39,"Sí","Excelente",4,3,28199,1,52,2832194,1320153,68.9,152.3,"Femenino"
"702",702,"Zona Centro",15,"Sí","Regular",2,3,24837,2,57,1500000,909330,66.2,158.9,"Femenino"
"703",703,"Zona Sur",16,"Sí","Regular",2,1,20009,3,33,1500000,748531,56.3,151.9,"Femenino"
"704",704,"Zona Norte",30,"No","Mala",1,3,29897,1,43,4237992,2503060,76.1,156.7,"Femenino"
"705",705,"Zona Sur",22,"No","Mala",1,2,21499,5,57,2108233,1311308,78.6,179.9,"Masculino"
"706",706,"Zona Norte",22,"No","Regular",2,0,27008,0,40,6190085,3341133,73,180.8,"Masculino"
"707",707,"Zona Norte",101,"Sí","Regular",2,1,25783,1,50,3126827,1869178,80.3,165.5,"Masculino"
"708",708,"Zona Centro",10,"Sí","Mala",1,5,20929,4,35,2589495,1543517,72.1,153.3,"Femenino"
"709",709,"Zona Centro",35,"Sí","Regular",2,4,22746,2,52,13023433,7234942,76.1,170.6,"Masculino"
"710",710,"Zona Norte",13,"No","Buena",3,3,25753,1,25,4635034,2442299,55.3,172.9,"Masculino"
"711",711,"Zona Sur",44,"No","Regular",2,1,16184,3,39,7914022,3879641,62.2,171.1,"Masculino"
"712",712,"Zona Centro",51,"Sí","Regular",2,3,16977,0,29,2540863,1345525,76.6,159.3,"Femenino"
"713",713,"Zona Centro",113,"No","Buena",3,5,23861,5,33,3702118,3079533,75.6,171.5,"Masculino"
"714",714,"Zona Norte",31,"No","Regular",2,0,26058,0,27,2474250,1943635,65.9,157.6,"Femenino"
"715",715,"Zona Norte",29,"No","Buena",3,3,27950,3,33,3929882,2313338,51.1,154.9,"Femenino"
"716",716,"Zona Norte",40,"Sí","Excelente",4,4,30467,1,48,2885760,2042722,63.3,177.9,"Masculino"
"717",717,"Zona Sur",12,"Sí","Excelente",4,7,15605,3,36,6103282,2490561,63,166.3,"Femenino"
"718",718,"Zona Norte",39,"Sí","Buena",3,2,27473,1,21,3386013,2240405,78.4,177.9,"Masculino"
"719",719,"Zona Centro",22,"Sí","Excelente",4,5,21682,0,48,3681061,2658609,70.7,170.1,"Masculino"
"720",720,"Zona Sur",76,"Sí","Regular",2,7,13108,1,48,1545916,1026019,76.5,175.8,"Masculino"
"721",721,"Zona Norte",28,"Sí","Excelente",4,0,27332,1,36,2597840,1187676,78,179.5,"Masculino"
"722",722,"Zona Centro",100,"No","Regular",2,1,27851,2,34,2422649,1955312,72.5,162,"Femenino"
"723",723,"Zona Norte",68,"Sí","Buena",3,4,27502,1,29,2883435,1649177,53.7,169.8,"Femenino"
"724",724,"Zona Centro",38,"No","Regular",2,5,22816,2,44,2227106,1161228,95.1,175.4,"Masculino"
"725",725,"Zona Norte",8,"Sí","Mala",1,1,28439,1,30,5258607,3543111,72.1,159,"Masculino"
"726",726,"Zona Sur",11,"No","Buena",3,1,17374,2,45,1500000,656509,68.9,156.6,"Femenino"
"727",727,"Zona Norte",8,"No","Regular",2,1,28339,4,40,3902140,2660105,51.1,154.9,"Femenino"
"728",728,"Zona Sur",51,"No","Regular",2,3,15305,2,47,1500000,806913,71.1,162.1,"Femenino"
"729",729,"Zona Centro",18,"Sí","Excelente",4,3,22046,3,33,4772002,2572647,76,170.9,"Masculino"
"730",730,"Zona Sur",52,"No","Mala",1,0,16656,3,32,1566130,1061163,69.7,170.2,"Femenino"
